Bundle & Codes,,,,,,123,,,GTI Samsung SKU,,,,,,352576783124483,,,Acceptance Crieria,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Tester,Case,Type,"Auto
Result",Result,Step,,Code,,SKU List,,SKU ARRAY,SKU,Store,,Add to cart link,Qty,Qty Adjusted,RRP x Qty,RRP,NRP,Normal price per unit,GC Rewarded,Extra GC Reward / Extra Discount,GC + Extra GC Reward,Total GC Rewarded,Item level discount,on RRP / NRP,Discounted price per unit,Discounted price (NRP considered),Actual discounted price x Qty (with Perfect Partner Considered),GC Eligible,Total GC Eligible,Item price after GC,Total price after GC,Cart level discount,Expectyed item price in cart,Total Cart Price,Free Premiums / Other acceptance crieria to check,Persist or Clear Cart,Result: Total Price,Result: Full Item List,Status,Screemshot of Cart,"Temp Order ID /
Comment / Reasons of Fail",Fix Status,,Time,Line,Case,Total Price in Cart,Total Price in Cart,"Total Price
Result",Extra Premium,Extra Premium,Qty,"Extra Premium
Result",Extra Premium,Qty,"Extra Premium
Result",Extra Premium,Qty,"Extra Premium
Result",Full Item List,Auto Test Results,Duration,Failed Reason
MX-CRP-16,"MX CRP 20% 
(Tab S10U, S9)",,,,1,Add all to cart using this link,Add code: B7Q7 HR game 100GC - 1,YR1-A2H4-2B6M-HPZA,"Galaxy Tab S10 Ultra 5G, 12GB+256GB, Moonstone Gray [SM-X926BZAATGY]",https://shop.samsung.com/hk/ng/p4v1/addToCart?products[0].productCode=SM-X926BZAATGY&&products[0].quantity=1&&products[1].productCode=SM-X710NZAATGY&&products[1].quantity=1,"SM-X926BZAATGY, SM-X710NZAATGY",SM-X926BZAATGY,B2C,"
",SM-X926BZAATGY,1,1,"10,788","10,788","8,188","8,188",500,,500,700.00,20%,NRP,"6,550.40","6,550.40","6,550.40",0.00,0.00,"6,550.40","10,060.80",0.00,"6,550.40","10,060.80",,Clear,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,2,B2C Cart Link,,,"Galaxy Tab S9, 8GB+128, Graphite [SM-X710NZAATGY]",,,SM-X710NZAATGY,B2C,"
",SM-X710NZAATGY,1,1,"5,888","5,888","4,388","4,388",200,,200,,20%,NRP,"3,510.40","3,510.40","3,510.40",0.00,,"3,510.40",,,"3,510.40",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MX-CRP-17,"MX CRP 25% 
(Tab S9 WiFi)",,,,1,Add all to cart using this link,Add code: B7Q7 HR game 100GC - 1,YR1-A2H4-2B6M-HPZA,"Galaxy Tab S9, 8GB+128, Graphite [SM-X710NZAATGY]",https://shop.samsung.com/hk/ng/p4v1/addToCart?products[0].productCode=SM-X710NZAATGY&&products[0].quantity=1&&products[1].productCode=&&products[1].quantity=1,SM-X710NZAATGY,SM-X710NZAATGY,B2C,"
",SM-X710NZAATGY,1,1,"5,888","5,888","4,388","4,388",200,,200,200.00,25%,NRP,"3,291.00","3,291.00","3,291.00",0.00,0.00,"3,291.00","3,291.00",0.00,"3,291.00","3,291.00",,Clear,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,2,B2C Cart Link,,,,,,,B2C,"
",,1,1,,,,,,,0,,,,,,0.00,,,0.00,,,0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MX-CRP-18,"MX CRP 30%
(Fold6)",,,,1,Add all to cart using this link,Add code: B7Q7 HR game 100GC - 1,YR1-A2H4-2B6M-HPZA,"Galaxy Z Fold6, 256GB+12GB, White (eStore) [SM-F9560ZWDTGY]",https://shop.samsung.com/hk/ng/p4v1/addToCart?products[0].productCode=SM-F9560ZWDTGY&&products[0].quantity=1&&products[1].productCode=SM-F9560AKDTGY&&products[1].quantity=1,"SM-F9560ZWDTGY, SM-F9560AKDTGY",SM-F9560ZWDTGY,B2C,"
",SM-F9560ZWDTGY,1,1,"14,398","14,398",,"14,398",500,,500,"1,000.00",36%,NRP,"9,198.16","9,198.16","9,198.16",0.00,0.00,"9,198.16","18,396.32",0.00,"9,198.16","18,396.32",,Clear,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,2,B2C Cart Link,,,"Galaxy Z Fold6, 256GB+12GB, Crafted Black (eStore) [SM-F9560AKDTGY]",,,SM-F9560AKDTGY,B2C,"
",SM-F9560AKDTGY,1,1,"14,398","14,398",,"14,398",500,,500,,36%,NRP,"9,198.16","9,198.16","9,198.16",0.00,,"9,198.16",,,"9,198.16",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,1,Add all to cart using this link,,,,https://shop.samsung.com/hk/ng/p4v1/addToCart?products[0].productCode=&&products[0].quantity=1&&products[1].productCode=&&products[1].quantity=1,,,B2C,"
",,1,1,,,,,,,0,0.00,,,,,0.00,,0.00,0.00,0.00,0.00,0.00,0.00,,Persist,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,2,B2C Cart Link,,,,,,,B2C,"
",,1,1,,,,,,,0,,,,,,0.00,,,0.00,,,0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,1,Add all to cart using this link,,,,https://shop.samsung.com/hk/ng/p4v1/addToCart?products[0].productCode=&&products[0].quantity=1&&products[1].productCode=&&products[1].quantity=1,,,B2C,"
",,1,1,,,,,,,0,0.00,,,,,0.00,,0.00,0.00,0.00,0.00,0.00,0.00,,Persist,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,2,B2C Cart Link,,,,,,,B2C,"
",,1,1,,,,,,,0,,,,,,0.00,,,0.00,,,0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,1,Add all to cart using this link,,,,https://shop.samsung.com/hk/ng/p4v1/addToCart?products[0].productCode=&&products[0].quantity=1&&products[1].productCode=&&products[1].quantity=1,,,B2C,"
",,1,1,,,,,,,0,0.00,,,,,0.00,,0.00,0.00,0.00,0.00,0.00,0.00,,Persist,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,2,B2C Cart Link,,,,,,,B2C,"
",,1,1,,,,,,,0,,,,,,0.00,,,0.00,,,0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,1,Add all to cart using this link,,,,https://shop.samsung.com/hk/ng/p4v1/addToCart?products[0].productCode=&&products[0].quantity=1&&products[1].productCode=&&products[1].quantity=1,,,B2C,"
",,1,1,,,,,,,0,0.00,,,,,0.00,,0.00,0.00,0.00,0.00,0.00,0.00,,Persist,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,2,B2C Cart Link,,,,,,,B2C,"
",,1,1,,,,,,,0,,,,,,0.00,,,0.00,,,0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,1,Add all to cart using this link,,,,https://shop.samsung.com/hk/ng/p4v1/addToCart?products[0].productCode=&&products[0].quantity=1&&products[1].productCode=&&products[1].quantity=1,,,B2C,"
",,1,1,,,,,,,0,0.00,,,,,0.00,,0.00,0.00,0.00,0.00,0.00,0.00,,Persist,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,2,B2C Cart Link,,,,,,,B2C,"
",,1,1,,,,,,,0,,,,,,0.00,,,0.00,,,0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,1,Add all to cart using this link,,,,https://shop.samsung.com/hk/ng/p4v1/addToCart?products[0].productCode=&&products[0].quantity=1&&products[1].productCode=&&products[1].quantity=1,,,B2C,"
",,1,1,,,,,,,0,0.00,,,,,0.00,,0.00,0.00,0.00,0.00,0.00,0.00,,Persist,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,2,B2C Cart Link,,,,,,,B2C,"
",,1,1,,,,,,,0,,,,,,0.00,,,0.00,,,0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,1,Add all to cart using this link,,,,https://shop.samsung.com/hk/ng/p4v1/addToCart?products[0].productCode=&&products[0].quantity=1&&products[1].productCode=&&products[1].quantity=1,,,B2C,"
",,1,1,,,,,,,0,0.00,,,,,0.00,,0.00,0.00,0.00,0.00,0.00,0.00,,#REF!,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,2,B2C Cart Link,,,,,,,B2C,"
",,1,1,,,,,,,0,,,,,,0.00,,,0.00,,,0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CE Critcal Jul,,,,,,Jul 1-31,,,,,,,B2C,"
",,,,,,,,,,0,,,,,,0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TV-MBO-01,TV WU 2024,Perfect Partner,,,1,Add all to cart using this link,,,"Galaxy Watch Ultra, Titanium Gray [SM-L705FDAATGY]",https://shop.samsung.com/hk/ng/p4v1/addToCart?products[0].productCode=SM-L705FDAATGY&&products[0].quantity=1&&products[1].productCode=QA55QN90FAJXZK&&products[1].quantity=1,"SM-L705FDAATGY, QA55QN90FAJXZK",SM-L705FDAATGY,B2C,"
0",SM-L705FDAATGY,1,0,0,"5,098","4,298","4,298",,,0,0.00,500,RRP,"4,298.00","4,298.00",0.00,0.00,0.00,0.00,"18,280.00",0.00,0.00,"18,280.00",,Clear,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,2,B2C Cart Link,,,"55"" Neo QLED 4K QN90F (2025) [QA55QN90FAJXZK]",,,QA55QN90FAJXZK,B2C,"
",QA55QN90FAJXZK,1,1,"18,280","18,280","18,280","18,280",,,0,,,,,"18,280.00","18,280.00",0.00,,"18,280.00",,,"18,280.00",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,"TV W7 44LTE
(starting Jul 15)",Perfect Partner,,,1,Add all to cart using this link,,,"Galaxy Watch7 44mm (BT), Green [SM-L310NZGATGY]",https://shop.samsung.com/hk/ng/p4v1/addToCart?products[0].productCode=SM-L310NZGATGY&&products[0].quantity=1&&products[1].productCode=QA65QN90FAJXZK&&products[1].quantity=1,"SM-L310NZGATGY, QA65QN90FAJXZK",SM-L310NZGATGY,B2C,"
",SM-L310NZGATGY,1,1,"2,198","2,198","1,998","1,998",,,0,0.00,200,RRP,"1,998.00","1,998.00","1,998.00","1,998.00","1,998.00","1,998.00","24,978.00",0.00,"1,998.00","24,978.00",,Clear,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,2,B2C Cart Link,,,"65"" Neo QLED 4K QN90F (2025) [QA65QN90FAJXZK]",,,QA65QN90FAJXZK,B2C,"
",QA65QN90FAJXZK,1,1,"24,280","24,280","22,980","22,980",,,0,,,,,"22,980.00","22,980.00",0.00,,"22,980.00",,,"22,980.00",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TV-MBO-03,TV B3P,Perfect Partner,,,1,Add all to cart using this link,,,"Galaxy Buds3 Pro, Silver [SM-R630NZAATGY]",https://shop.samsung.com/hk/ng/p4v1/addToCart?products[0].productCode=SM-R630NZAATGY&&products[0].quantity=1&&products[1].productCode=QA65QN990FJXZK&&products[1].quantity=1,"SM-R630NZAATGY, QA65QN990FJXZK",SM-R630NZAATGY,B2C,"
",SM-R630NZAATGY,1,1,"1,998","1,998","1,798","1,798",0,,0,0.00,500,RRP,"1,498.00","1,498.00","1,498.00","1,498.00","1,498.00","1,498.00","1,498.00",0.00,"1,498.00","1,498.00",,Clear,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,2,B2C Cart Link,,,"65"" Neo QLED 8K QN990 (2025) [QA65QN990FJXZK]",,,QA65QN990FJXZK,B2C,"
0",QA65QN990FJXZK,1,0,0,"46,980","46,980","46,980",,,0,,,,,"46,980.00",0.00,0.00,,0.00,,,0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TV-MBO-04,TV B3,Perfect Partner,,,1,Add all to cart using this link,,,"Galaxy Buds3, Silver [SM-R530NZAATGY]",https://shop.samsung.com/hk/ng/p4v1/addToCart?products[0].productCode=SM-R530NZAATGY&&products[0].quantity=1&&products[1].productCode=QA55S95FAJXZK&&products[1].quantity=1,"SM-R530NZAATGY, QA55S95FAJXZK",SM-R530NZAATGY,B2C,"
",SM-R530NZAATGY,1,1,"1,398","1,398",,"1,398",0,,0,0.00,500,RRP,898.00,898.00,898.00,0.00,0.00,898.00,"23,878.00",0.00,898.00,"23,878.00",,Clear,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,2,B2C Cart Link,,,"55"" OLED S95F (2025) [QA55S95FAJXZK]",,,QA55S95FAJXZK,B2C,"
",QA55S95FAJXZK,1,1,"23,480","23,480","22,980","22,980",,,0,,,,,"22,980.00","22,980.00",0.00,,"22,980.00",,,"22,980.00",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CE-StoreAddon-01,HW-S61 Storewide ,Perfect Partner,,,1,Add all to cart using this link,,,S-Series HW-S61D Soundbar [HW-S61D/ZK],https://shop.samsung.com/hk/ng/p4v1/addToCart?products[0].productCode=HW-S61D/ZK&&products[0].quantity=1&&products[1].productCode=SM-A1660ZAGTGY&&products[1].quantity=1,"HW-S61D/ZK, SM-A1660ZAGTGY",HW-S61D/ZK,B2C,"
",HW-S61D/ZK,1,1,"2,490","2,490","2,490","2,490",,,0,0.00,1780,Target,"1,780.00","1,780.00","1,780.00",0.00,0.00,"1,780.00","3,378.00",0.00,"1,780.00","3,378.00",,Clear,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,2,B2C Cart Link,,,Galaxy A165G (6GB + 128GB) Light Gray [SM-A1660ZAGTGY],,,SM-A1660ZAGTGY,B2C,"
",SM-A1660ZAGTGY,1,1,"1,598","1,598",,"1,598",,,0,,,,,"1,598.00","1,598.00",0.00,,"1,598.00",,,"1,598.00",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CE-StoreAddon-02,32LS03C Storewide ,Perfect Partner,,,1,Add all to cart using this link,,,"32"" The Frame LS03C [QA32LS03CBJXZK]",https://shop.samsung.com/hk/ng/p4v1/addToCart?products[0].productCode=QA32LS03CBJXZK&&products[0].quantity=1&&products[1].productCode=SM-A1660ZAGTGY&&products[1].quantity=1,"QA32LS03CBJXZK, SM-A1660ZAGTGY",QA32LS03CBJXZK,B2C,"
",QA32LS03CBJXZK,1,1,"4,880","4,880","3,580","3,580",,,0,0.00,2998,Target,"2,998.00","2,998.00","2,998.00",0.00,0.00,"2,998.00","4,596.00",0.00,"2,998.00","4,596.00",,Clear,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,2,B2C Cart Link,,,Galaxy A165G (6GB + 128GB) Light Gray [SM-A1660ZAGTGY],,,SM-A1660ZAGTGY,B2C,"
",SM-A1660ZAGTGY,1,1,"1,598","1,598",,"1,598",,,0,,,,,"1,598.00","1,598.00",0.00,,"1,598.00",,,"1,598.00",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CE-StoreAddon-03,Q60D Storewide ,Perfect Partner,,,1,Add all to cart using this link,,,"43"" QLED Q60D [QA43Q60DAJXZK]",https://shop.samsung.com/hk/ng/p4v1/addToCart?products[0].productCode=QA43Q60DAJXZK&&products[0].quantity=1&&products[1].productCode=SM-A1660ZAGTGY&&products[1].quantity=1,"QA43Q60DAJXZK, SM-A1660ZAGTGY",QA43Q60DAJXZK,B2C,"
",QA43Q60DAJXZK,1,1,"5,380","5,380","4,780","4,780",,,0,0.00,3698,Target,"3,698.00","3,698.00","3,698.00",0.00,0.00,"3,698.00","5,296.00",0.00,"3,698.00","5,296.00",,Clear,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,2,B2C Cart Link,,,Galaxy A165G (6GB + 128GB) Light Gray [SM-A1660ZAGTGY],,,SM-A1660ZAGTGY,B2C,"
",SM-A1660ZAGTGY,1,1,"1,598","1,598",,"1,598",,,0,,,,,"1,598.00","1,598.00",0.00,,"1,598.00",,,"1,598.00",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CESW-01-NEG,HW-S61 Storewide Negative,Perfect Partner,,,1,Add all to cart using this link,,,S-Series HW-S61D Soundbar [HW-S61D/ZK],https://shop.samsung.com/hk/ng/p4v1/addToCart?products[0].productCode=HW-S61D/ZK&&products[0].quantity=1&&products[1].productCode=WMN-B16FB/XY&&products[1].quantity=1,"HW-S61D/ZK, WMN-B16FB/XY",HW-S61D/ZK,B2C,"
",HW-S61D/ZK,1,1,"2,490","2,490","2,490","2,490",,,0,0.00,,,,"2,490.00","2,490.00",0.00,0.00,"2,490.00","4,180.00",0.00,"2,490.00","4,180.00",,Clear,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,2,B2C Cart Link,,,Full Motion Slim Wall Mount WMN-B16FB (2023) [WMN-B16FB/XY],,,WMN-B16FB/XY,B2C,"
",WMN-B16FB/XY,1,1,"1,690","1,690","1,690","1,690",,,0,,,,,"1,690.00","1,690.00",0.00,,"1,690.00",,,"1,690.00",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CESW-02-NEG,32LS03C Storewide Negative,Perfect Partner,,,1,Add all to cart using this link,,,"32"" The Frame LS03C [QA32LS03CBJXZK]",https://shop.samsung.com/hk/ng/p4v1/addToCart?products[0].productCode=QA32LS03CBJXZK&&products[0].quantity=1&&products[1].productCode=VCA-SABC95&&products[1].quantity=1,"QA32LS03CBJXZK, VCA-SABC95",QA32LS03CBJXZK,B2C,"
",QA32LS03CBJXZK,1,1,"4,880","4,880","3,580","3,580",,,0,0.00,,,,"3,580.00","3,580.00",0.00,0.00,"3,580.00","4,570.00",0.00,"3,580.00","4,570.00",,Clear,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,2,B2C Cart Link,,,JET VC RENEWAL ACCESSORY SLIM LED BRUSH VCA-SABC95 [VCA-SABC95],,,VCA-SABC95,B2C,"
",VCA-SABC95,1,1,990,990,,990,,,0,,,,,990.00,990.00,0.00,,990.00,,,990.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CESW-03-NEG,Q60D Storewide Negative,Perfect Partner,,,1,Add all to cart using this link,,,"43"" QLED Q60D [QA43Q60DAJXZK]",https://shop.samsung.com/hk/ng/p4v1/addToCart?products[0].productCode=QA43Q60DAJXZK&&products[0].quantity=1&&products[1].productCode=VG-SCFA75BEBRU&&products[1].quantity=1,"QA43Q60DAJXZK, VG-SCFA75BEBRU",QA43Q60DAJXZK,B2C,"
",QA43Q60DAJXZK,1,1,"5,380","5,380","4,780","4,780",,,0,0.00,,,,"4,780.00","4,780.00",0.00,0.00,"4,780.00","6,070.00",0.00,"4,780.00","6,070.00",,Clear,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,2,B2C Cart Link,,,"75"" The Frame Modern Beige Wood Bezel [VG-SCFA75BEBRU]",,,VG-SCFA75BEBRU,B2C,"
",VG-SCFA75BEBRU,1,1,"1,290","1,290","1,290","1,290",,,0,,,,,"1,290.00","1,290.00",0.00,,"1,290.00",,,"1,290.00",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CE-Prom-5%,CE eProm 5%,,,,1,Add all to cart using this link,Add code: CE ePromoter (5%) - Jul 25 - 1,XJA-PLBD-4448-C874,RT22M4032S8/SH 2 door Refrigerator 234L Elegant Inox [RT22M4032S8/SH],https://shop.samsung.com/hk/ng/p4v1/addToCart?products[0].productCode=RT22M4032S8/SH&&products[0].quantity=1&&products[1].productCode=VS20C852FTB/SH&&products[1].quantity=1,"RT22M4032S8/SH, VS20C852FTB/SH",RT22M4032S8/SH,B2C,"
",RT22M4032S8/SH,1,1,"3,690","3,690","2,840","2,840",,,0,0.00,5%,NRP,"2,698.00","2,698.00","2,698.00",0.00,0.00,"2,698.00","6,488.50",0.00,"2,698.00","6,488.50",,Clear,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,2,B2C Cart Link,,,VS20C852FTBSHJet85 Stick VC Midnight Blue [VS20C852FTB/SH],,,VS20C852FTB/SH,B2C,"
",VS20C852FTB/SH,1,1,"4,990","4,990","3,990","3,990",,,0,,5%,NRP,"3,790.50","3,790.50","3,790.50",0.00,,"3,790.50",,,"3,790.50",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CE-Prom-SP1,CE eProm Special,,,,1,Add all to cart using this link,Add code: CE ePromoter (5%) - Jul 25 - 1,XJA-PLBD-4448-C874,"32"" The Frame LS03C [QA32LS03CBJXZK]",https://shop.samsung.com/hk/ng/p4v1/addToCart?products[0].productCode=QA32LS03CBJXZK&&products[0].quantity=1&&products[1].productCode=&&products[1].quantity=1,QA32LS03CBJXZK,QA32LS03CBJXZK,B2C,"
",QA32LS03CBJXZK,1,1,"4,880","4,880","3,580","3,580",,,0,0.00,"2,998",Target,"2,998.00","2,998.00","2,998.00",0.00,0.00,"2,998.00","2,998.00",0.00,"2,998.00","2,998.00",,Clear,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,2,B2C Cart Link,,,,,,,B2C,"
",,1,1,,,,,,,0,,,,,,0.00,,,0.00,,,0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CE-Prom-SP2,CE eProm Special,,,,1,Add all to cart using this link,Add code: CE ePromoter (5%) - Jul 25 - 1,XJA-PLBD-4448-C874,"55"" Neo QLED 4K QN1E (2025) [QA55QN1EFAJXZK]",https://shop.samsung.com/hk/ng/p4v1/addToCart?products[0].productCode=QA55QN1EFAJXZK&&products[0].quantity=1&&products[1].productCode=&&products[1].quantity=1,QA55QN1EFAJXZK,QA55QN1EFAJXZK,B2C,"
",QA55QN1EFAJXZK,1,1,"9,980","9,980","9,980","9,980",,,0,0.00,"8,980",Target,"8,980.00","8,980.00","8,980.00",0.00,0.00,"8,980.00","8,980.00",0.00,"8,980.00","8,980.00",,Clear,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,2,B2C Cart Link,,,,,,,B2C,"
",,1,1,,,,,,,0,,,,,,0.00,,,0.00,,,0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CE-Prom-SP3,CE eProm Special,,,,1,Add all to cart using this link,Add code: CE ePromoter (5%) - Jul 25 - 1,XJA-PLBD-4448-C874,"50"" QLED QEF1 (2025) [QA50QEF1AJXZK]",https://shop.samsung.com/hk/ng/p4v1/addToCart?products[0].productCode=QA50QEF1AJXZK&&products[0].quantity=1&&products[1].productCode=&&products[1].quantity=1,QA50QEF1AJXZK,QA50QEF1AJXZK,B2C,"
",QA50QEF1AJXZK,1,1,"5,780","5,780","5,780","5,780",,,0,0.00,"4,980",Target,"4,980.00","4,980.00","4,980.00",0.00,0.00,"4,980.00","4,980.00",0.00,"4,980.00","4,980.00",,Clear,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,2,B2C Cart Link,,,,,,,B2C,"
",,1,1,,,,,,,0,,,,,,0.00,,,0.00,,,0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CE-Prom-SP4,CE eProm Special,,,,1,Add all to cart using this link,Add code: CE ePromoter (5%) - Jul 25 - 1,XJA-PLBD-4448-C874,"43"" QLED QEF1 (2025) [QA43QEF1AJXZK]",https://shop.samsung.com/hk/ng/p4v1/addToCart?products[0].productCode=QA43QEF1AJXZK&&products[0].quantity=1&&products[1].productCode=&&products[1].quantity=1,QA43QEF1AJXZK,QA43QEF1AJXZK,B2C,"
0",QA43QEF1AJXZK,1,0,0,"4,980","4,980","4,980",,,0,0.00,"4,480",Target,"4,480.00","4,480.00",0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,Clear,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,2,B2C Cart Link,,,,,,,B2C,"
",,1,1,,,,,,,0,,,,,,0.00,,,0.00,,,0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CE-Prom-SP5,CE eProm Special,,,,1,Add all to cart using this link,Add code: CE ePromoter (5%) - Jul 25 - 1,XJA-PLBD-4448-C874,VS90F40DBG/SP [VS90F40DBG/SP],https://shop.samsung.com/hk/ng/p4v1/addToCart?products[0].productCode=VS90F40DBG/SP&&products[0].quantity=1&&products[1].productCode=&&products[1].quantity=1,VS90F40DBG/SP,VS90F40DBG/SP,B2C,"
",VS90F40DBG/SP,1,1,"7,090","7,090","7,090","7,090",,,0,0.00,5672,Target,"5,672.00","5,672.00","5,672.00",0.00,0.00,"5,672.00","5,672.00",0.00,"5,672.00","5,672.00",,Clear,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,2,B2C Cart Link,,,,,,,B2C,"
",,1,1,,,,,,,0,,,,,,0.00,,,0.00,,,0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CE-Prom-C450-1,CE eProm C450,,,,1,Add all to cart using this link,Add code: CE ePromoter (5%) - Jul 25 - 1,XJA-PLBD-4448-C874,"50"" Neo QLED 4K QN90D [QA50QN90DAJXZK]",https://shop.samsung.com/hk/ng/p4v1/addToCart?products[0].productCode=QA50QN90DAJXZK&&products[0].quantity=1&&products[1].productCode=QA43QN90DAJXZK&&products[1].quantity=1,"QA50QN90DAJXZK, QA43QN90DAJXZK",QA50QN90DAJXZK,B2C,"
",QA50QN90DAJXZK,1,1,"9,980","9,980","8,980","8,980",,,0,0.00,5%,NRP,"8,531.00","8,531.00","8,531.00",0.00,0.00,"8,531.00","16,112.00",0.00,"8,531.00","16,112.00",2 x  Z-HW-C450/ZK,Clear,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,2,B2C Cart Link,,,"43"" Neo QLED 4K QN90D [QA43QN90DAJXZK]",,,QA43QN90DAJXZK,B2C,"
",QA43QN90DAJXZK,1,1,"8,980","8,980","7,980","7,980",,,0,,5%,NRP,"7,581.00","7,581.00","7,581.00",0.00,,"7,581.00",,,"7,581.00",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CE-Prom-C450-2,CE eProm C450,,,,1,Add all to cart using this link,Add code: CE ePromoter (5%) - Jul 25 - 1,XJA-PLBD-4448-C874,"48"" OLED S90DAE [QA48S90DAEXZK]",https://shop.samsung.com/hk/ng/p4v1/addToCart?products[0].productCode=QA48S90DAEXZK&&products[0].quantity=1&&products[1].productCode=QA65QN90FAJXZK&&products[1].quantity=1,"QA48S90DAEXZK, QA65QN90FAJXZK",QA48S90DAEXZK,B2C,"
",QA48S90DAEXZK,1,1,"10,980","10,980","8,980","8,980",,,0,0.00,5%,NRP,"8,531.00","8,531.00","8,531.00",0.00,0.00,"8,531.00","30,362.00",0.00,"8,531.00","30,362.00",2 x  Z-HW-C450/ZK,Clear,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,2,B2C Cart Link,,,"65"" Neo QLED 4K QN90F (2025) [QA65QN90FAJXZK]",,,QA65QN90FAJXZK,B2C,"
",QA65QN90FAJXZK,1,1,"24,280","24,280","22,980","22,980",,,0,,5%,NRP,"21,831.00","21,831.00","21,831.00",0.00,,"21,831.00",,,"21,831.00",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CE-Prom-C450-3,CE eProm C450,,,,1,Add all to cart using this link,Add code: CE ePromoter (5%) - Jul 25 - 1,XJA-PLBD-4448-C874,"55"" Neo QLED 4K QN90F (2025) [QA55QN90FAJXZK]",https://shop.samsung.com/hk/ng/p4v1/addToCart?products[0].productCode=QA55QN90FAJXZK&&products[0].quantity=1&&products[1].productCode=QA48S90FAEXZK&&products[1].quantity=1,"QA55QN90FAJXZK, QA48S90FAEXZK",QA55QN90FAJXZK,B2C,"
",QA55QN90FAJXZK,1,1,"18,280","18,280","18,280","18,280",,,0,0.00,5%,NRP,"17,366.00","17,366.00","17,366.00",0.00,0.00,"17,366.00","29,697.00",0.00,"17,366.00","29,697.00",1 x  Z-HW-C450/ZK,Clear,,,,,,,,,,,,,,,,,,,,,,,,,,,
