Bundle SPP,,,,,,110,,,GTI Samsung SKU,,,,,,352576783124483,,,Acceptance Crieria,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Tester,Case,Type,"Auto
Result",Result,Step,,Code,,SKU List,,,SKU,Store,,Add to cart link,Qty,Qty Adjusted,RRP x Qty,RRP,NRP,Normal price per unit,GC Rewarded,Extra GC Reward,GC + Extra GC Reward,Total GC Rewarded,Item level discount,on RRP / NRP,Discounted price per unit,Discounted price (NRP considered),Actual discounted price x Qty (with Perfect Partner Considered),GC Eligible,Total GC Eligible,Item price after GC,Total price after GC,Cart level discount,Expectyed item price in cart,Total Cart Price,Free Premiums / Other acceptance crieria to check,Persist or Clear Cart,Result: Total Price,Result: Full Item List,Status,Screemshot of Cart,"Temp Order ID /
Comment / Reasons of Fail",Fix Status,,Time,Line,Case,Total Price in Cart,Total Price in Cart,"Total Price
Result",Extra Premium,Extra Premium,Qty,"Extra Premium
Result",Extra Premium,Qty,"Extra Premium
Result",Extra Premium,Qty,"Extra Premium
Result",Full Item List,Auto Test Results,Duration,Failed Reason
CE-StoreAddon-02,32LS03C Storewide ,,,,1,Add all to cart using this link,,,"32"" The Frame LS03C [QA32LS03CBJXZK]",https://shop.samsung.com/hk/multistore/hkedu/hkeducation/ng/p4v1/addToCart?products[0].productCode=QA32LS03CBJXZK&&products[0].quantity=1&&products[1].productCode=SM-A1660ZAGTGY&&products[1].quantity=1,"QA32LS03CBJXZK, SM-A1660ZAGTGY",QA32LS03CBJXZK,SPP,"
",QA32LS03CBJXZK,1,1,"4,880","4,880","2,998","2,998",,,,0.00,2998,Target,"2,998.00","2,998.00","2,998.00",0.00,0.00,"2,998.00","4,308.00",0.00,"2,998.00","4,308.00",,Clear,,,,,,,-,,,,,,,,,,,,,,,,,,,,
,,,,,2,SPP Cart Link,,,Galaxy A165G (6GB + 128GB) Light Gray [SM-A1660ZAGTGY],,,SM-A1660ZAGTGY,SPP,"
",SM-A1660ZAGTGY,1,1,"1,598","1,598","1,310","1,310",,,,,,,,"1,310.00","1,310.00",0.00,,"1,310.00",,,"1,310.00",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CE-StoreAddon-03,Q60D Storewide ,,,,1,Add all to cart using this link,,,"43"" QLED Q60D [QA43Q60DAJXZK]",https://shop.samsung.com/hk/multistore/hkedu/hkeducation/ng/p4v1/addToCart?products[0].productCode=QA43Q60DAJXZK&&products[0].quantity=1&&products[1].productCode=SM-A1660ZAGTGY&&products[1].quantity=1,"QA43Q60DAJXZK, SM-A1660ZAGTGY",QA43Q60DAJXZK,SPP,"
",QA43Q60DAJXZK,1,1,"5,380","5,380","3,698","3,698",,,,0.00,3698,Target,"3,698.00","3,698.00","3,698.00",0.00,0.00,"3,698.00","5,008.00",0.00,"3,698.00","5,008.00",,Clear,,,,,,,-,,,,,,,,,,,,,,,,,,,,
,,,,,2,SPP Cart Link,,,Galaxy A165G (6GB + 128GB) Light Gray [SM-A1660ZAGTGY],,,SM-A1660ZAGTGY,SPP,"
",SM-A1660ZAGTGY,1,1,"1,598","1,598","1,310","1,310",,,,,,,,"1,310.00","1,310.00",0.00,,"1,310.00",,,"1,310.00",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CESW-01-NEG,HW-S61 Storewide Negative,,,,1,Add all to cart using this link,,,S-Series HW-S61D Soundbar [HW-S61D/ZK],https://shop.samsung.com/hk/multistore/hkedu/hkeducation/ng/p4v1/addToCart?products[0].productCode=HW-S61D/ZK&&products[0].quantity=1&&products[1].productCode=WMN-B16FB/XY&&products[1].quantity=1,"HW-S61D/ZK, WMN-B16FB/XY",HW-S61D/ZK,SPP,"
",HW-S61D/ZK,1,1,"2,490","2,490","2,191","2,191",,,,0.00,,,,"2,191.00","2,191.00",0.00,0.00,"2,191.00","3,678.00",0.00,"2,191.00","3,678.00",,Clear,,,,,,,-,,,,,,,,,,,,,,,,,,,,
,,,,,2,SPP Cart Link,,,Full Motion Slim Wall Mount WMN-B16FB (2023) [WMN-B16FB/XY],,,WMN-B16FB/XY,SPP,"
",WMN-B16FB/XY,1,1,"1,690","1,690","1,487","1,487",,,,,,,,"1,487.00","1,487.00",0.00,,"1,487.00",,,"1,487.00",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CESW-02-NEG,32LS03C Storewide Negative,,,,1,Add all to cart using this link,,,"32"" The Frame LS03C [QA32LS03CBJXZK]",https://shop.samsung.com/hk/multistore/hkedu/hkeducation/ng/p4v1/addToCart?products[0].productCode=QA32LS03CBJXZK&&products[0].quantity=1&&products[1].productCode=VCA-SABC95&&products[1].quantity=1,"QA32LS03CBJXZK, VCA-SABC95",QA32LS03CBJXZK,SPP,"
",QA32LS03CBJXZK,1,1,"4,880","4,880","2,998","2,998",,,,0.00,,,,"2,998.00","2,998.00",0.00,0.00,"2,998.00","3,889.00",0.00,"2,998.00","3,889.00",,Clear,,,,,,,-,,,,,,,,,,,,,,,,,,,,
,,,,,2,SPP Cart Link,,,JET VC RENEWAL ACCESSORY SLIM LED BRUSH VCA-SABC95 [VCA-SABC95],,,VCA-SABC95,SPP,"
",VCA-SABC95,1,1,990,990,891,891,,,,,,,,891.00,891.00,0.00,,891.00,,,891.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CESW-03-NEG,Q60D Storewide Negative,,,,1,Add all to cart using this link,,,"43"" QLED Q60D [QA43Q60DAJXZK]",https://shop.samsung.com/hk/multistore/hkedu/hkeducation/ng/p4v1/addToCart?products[0].productCode=QA43Q60DAJXZK&&products[0].quantity=1&&products[1].productCode=VG-SCFA75BEBRU&&products[1].quantity=1,"QA43Q60DAJXZK, VG-SCFA75BEBRU",QA43Q60DAJXZK,SPP,"
",QA43Q60DAJXZK,1,1,"5,380","5,380","3,698","3,698",,,,0.00,,,,"3,698.00","3,698.00",0.00,0.00,"3,698.00","4,833.00",0.00,"3,698.00","4,833.00",,Clear,,,,,,,-,,,,,,,,,,,,,,,,,,,,
,,,,,2,SPP Cart Link,,,"75"" The Frame Modern Beige Wood Bezel [VG-SCFA75BEBRU]",,,VG-SCFA75BEBRU,SPP,"
",VG-SCFA75BEBRU,1,1,"1,290","1,290","1,135","1,135",,,,,,,,"1,135.00","1,135.00",0.00,,"1,135.00",,,"1,135.00",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CE-Prom-5%,CE eProm 5%,,,,1,Add all to cart using this link,Add code: CE ePromoter (5%) - Jul 25 - 1,XJA-PLBD-4448-C874,RT22M4032S8/SH 2 door Refrigerator 234L Elegant Inox [RT22M4032S8/SH],https://shop.samsung.com/hk/multistore/hkedu/hkeducation/ng/p4v1/addToCart?products[0].productCode=RT22M4032S8/SH&&products[0].quantity=1&&products[1].productCode=VS20C852FTB/SH&&products[1].quantity=1,"RT22M4032S8/SH, VS20C852FTB/SH",RT22M4032S8/SH,SPP,"
",RT22M4032S8/SH,1,1,"3,690","3,690","2,543","2,543",,,,0.00,5%,NRP,"2,415.85","2,415.85","2,415.85",0.00,0.00,"2,415.85","5,827.30",0.00,"2,415.85","5,827.30",,Clear,,,,,,,-,,,,,,,,,,,,,,,,,,,,
,,,,,2,SPP Cart Link,,,VS20C852FTBSHJet85 Stick VC Midnight Blue [VS20C852FTB/SH],,,VS20C852FTB/SH,SPP,"
",VS20C852FTB/SH,1,1,"4,990","4,990","3,591","3,591",,,,,5%,NRP,"3,411.45","3,411.45","3,411.45",0.00,,"3,411.45",,,"3,411.45",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CE-Prom-SP1,CE eProm Special,,,,1,Add all to cart using this link,Add code: CE ePromoter (5%) - Jul 25 - 1,XJA-PLBD-4448-C874,"32"" The Frame LS03C [QA32LS03CBJXZK]",https://shop.samsung.com/hk/multistore/hkedu/hkeducation/ng/p4v1/addToCart?products[0].productCode=QA32LS03CBJXZK&&products[0].quantity=1&&products[1].productCode=&&products[1].quantity=1,QA32LS03CBJXZK,QA32LS03CBJXZK,SPP,"
",QA32LS03CBJXZK,1,1,"4,880","4,880","2,998","2,998",,,,0.00,"2,998",Target,"2,998.00","2,998.00","2,998.00",0.00,0.00,"2,998.00","2,998.00",0.00,"2,998.00","2,998.00",,Clear,,,,,,,-,,,,,,,,,,,,,,,,,,,,
,,,,,2,B2C Cart Link,,,,,,,,"
",,1,1,,,,,,,,,,,,,0.00,,,0.00,,,0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CE-Prom-SP2,CE eProm Special,,,,1,Add all to cart using this link,Add code: CE ePromoter (5%) - Jul 25 - 1,XJA-PLBD-4448-C874,"55"" Neo QLED 4K QN1E (2025) [QA55QN1EFAJXZK]",https://shop.samsung.com/hk/multistore/hkedu/hkeducation/ng/p4v1/addToCart?products[0].productCode=QA55QN1EFAJXZK&&products[0].quantity=1&&products[1].productCode=&&products[1].quantity=1,QA55QN1EFAJXZK,QA55QN1EFAJXZK,SPP,"
",QA55QN1EFAJXZK,1,1,"9,980","9,980","8,782","8,782",,,,0.00,"8,980",Target,"8,980.00","8,782.00","8,782.00",0.00,0.00,"8,782.00","8,782.00",0.00,"8,782.00","8,782.00",,Clear,,,,,,,-,,,,,,,,,,,,,,,,,,,,
,,,,,2,B2C Cart Link,,,,,,,,"
",,1,1,,,,,,,,,,,,,0.00,,,0.00,,,0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CE-Prom-SP3,CE eProm Special,,,,1,Add all to cart using this link,Add code: CE ePromoter (5%) - Jul 25 - 1,XJA-PLBD-4448-C874,"50"" QLED QEF1 (2025) [QA50QEF1AJXZK]",https://shop.samsung.com/hk/multistore/hkedu/hkeducation/ng/p4v1/addToCart?products[0].productCode=QA50QEF1AJXZK&&products[0].quantity=1&&products[1].productCode=&&products[1].quantity=1,QA50QEF1AJXZK,QA50QEF1AJXZK,SPP,"
",QA50QEF1AJXZK,1,1,"5,780","5,780","5,086","5,086",,,,0.00,"4,980",Target,"4,980.00","4,980.00","4,980.00",0.00,0.00,"4,980.00","4,980.00",0.00,"4,980.00","4,980.00",,Clear,,,,,,,-,,,,,,,,,,,,,,,,,,,,
,,,,,2,B2C Cart Link,,,,,,,,"
",,1,1,,,,,,,,,,,,,0.00,,,0.00,,,0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CE-Prom-SP4,CE eProm Special,,,,1,Add all to cart using this link,Add code: CE ePromoter (5%) - Jul 25 - 1,XJA-PLBD-4448-C874,"43"" QLED QEF1 (2025) [QA43QEF1AJXZK]",https://shop.samsung.com/hk/multistore/hkedu/hkeducation/ng/p4v1/addToCart?products[0].productCode=QA43QEF1AJXZK&&products[0].quantity=1&&products[1].productCode=&&products[1].quantity=1,QA43QEF1AJXZK,QA43QEF1AJXZK,SPP,"
",QA43QEF1AJXZK,1,1,"4,980","4,980","4,382","4,382",,,,0.00,"4,480",Target,"4,480.00","4,382.00","4,382.00",0.00,0.00,"4,382.00","4,382.00",0.00,"4,382.00","4,382.00",,Clear,,,,,,,-,,,,,,,,,,,,,,,,,,,,
,,,,,2,B2C Cart Link,,,,,,,,"
",,1,1,,,,,,,,,,,,,0.00,,,0.00,,,0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CE-Prom-SP5,CE eProm Special,,,,1,Add all to cart using this link,Add code: CE ePromoter (5%) - Jul 25 - 1,XJA-PLBD-4448-C874,VS90F40DBG/SP [VS90F40DBG/SP],https://shop.samsung.com/hk/multistore/hkedu/hkeducation/ng/p4v1/addToCart?products[0].productCode=VS90F40DBG/SP&&products[0].quantity=1&&products[1].productCode=&&products[1].quantity=1,VS90F40DBG/SP,VS90F40DBG/SP,SPP,"
",VS90F40DBG/SP,1,1,"7,090","7,090","5,672","5,672",,,,0.00,5672,Target,"5,672.00","5,672.00","5,672.00",0.00,0.00,"5,672.00","5,672.00",0.00,"5,672.00","5,672.00",,Clear,,,,,,,-,,,,,,,,,,,,,,,,,,,,
,,,,,2,B2C Cart Link,,,,,,,,"
",,1,1,,,,,,,,,,,,,0.00,,,0.00,,,0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CE-Prom-C450-1,CE eProm C450,,,,1,Add all to cart using this link,Add code: CE ePromoter (5%) - Jul 25 - 1,XJA-PLBD-4448-C874,"50"" Neo QLED 4K QN90D [QA50QN90DAJXZK]",https://shop.samsung.com/hk/multistore/hkedu/hkeducation/ng/p4v1/addToCart?products[0].productCode=QA50QN90DAJXZK&&products[0].quantity=1&&products[1].productCode=QA43QN90DAJXZK&&products[1].quantity=1,"QA50QN90DAJXZK, QA43QN90DAJXZK",QA50QN90DAJXZK,SPP,"
",QA50QN90DAJXZK,1,1,"9,980","9,980","7,902","7,902",,,,0.00,5%,NRP,"7,506.90","7,506.90","7,506.90",0.00,0.00,"7,506.90","14,177.80",0.00,"7,506.90","14,177.80",,Clear,,,,,,,-,,,,,,,,,,,,,,,,,,,,
,,,,,2,SPP Cart Link,,,"43"" Neo QLED 4K QN90D [QA43QN90DAJXZK]",,,QA43QN90DAJXZK,SPP,"
",QA43QN90DAJXZK,1,1,"8,980","8,980","7,022","7,022",,,,,5%,NRP,"6,670.90","6,670.90","6,670.90",0.00,,"6,670.90",,,"6,670.90",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CE-Prom-C450-2,CE eProm C450,,,,1,Add all to cart using this link,Add code: CE ePromoter (5%) - Jul 25 - 1,XJA-PLBD-4448-C874,"48"" OLED S90DAE [QA48S90DAEXZK]",https://shop.samsung.com/hk/multistore/hkedu/hkeducation/ng/p4v1/addToCart?products[0].productCode=QA48S90DAEXZK&&products[0].quantity=1&&products[1].productCode=QA65QN90FAJXZK&&products[1].quantity=1,"QA48S90DAEXZK, QA65QN90FAJXZK",QA48S90DAEXZK,SPP,"
",QA48S90DAEXZK,1,1,"10,980","10,980","7,902","7,902",,,,0.00,5%,NRP,"7,506.90","7,506.90","7,506.90",0.00,0.00,"7,506.90","26,717.80",0.00,"7,506.90","26,717.80",,Clear,,,,,,,-,,,,,,,,,,,,,,,,,,,,
,,,,,2,SPP Cart Link,,,"65"" Neo QLED 4K QN90F (2025) [QA65QN90FAJXZK]",,,QA65QN90FAJXZK,SPP,"
",QA65QN90FAJXZK,1,1,"24,280","24,280","20,222","20,222",,,,,5%,NRP,"19,210.90","19,210.90","19,210.90",0.00,,"19,210.90",,,"19,210.90",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CE-Prom-C450-3,CE eProm C450,,,,1,Add all to cart using this link,Add code: CE ePromoter (5%) - Jul 25 - 1,XJA-PLBD-4448-C874,"55"" Neo QLED 4K QN90F (2025) [QA55QN90FAJXZK]",https://shop.samsung.com/hk/multistore/hkedu/hkeducation/ng/p4v1/addToCart?products[0].productCode=QA55QN90FAJXZK&&products[0].quantity=1&&products[1].productCode=QA48S90FAEXZK&&products[1].quantity=1,"QA55QN90FAJXZK, QA48S90FAEXZK",QA55QN90FAJXZK,SPP,"
",QA55QN90FAJXZK,1,1,"18,280","18,280","16,086","16,086",,,,0.00,5%,NRP,"15,281.70","15,281.70","15,281.70",0.00,0.00,"15,281.70","26,132.60",0.00,"15,281.70","26,132.60",,Clear,,,,,,,-,,,,,,,,,,,,,,,,,,,,
,,,,,2,SPP Cart Link,,,"48"" OLED S90F (2025) [QA48S90FAEXZK]",,,QA48S90FAEXZK,SPP,"
",QA48S90FAEXZK,1,1,"13,980","13,980","11,422","11,422",,,,,5%,NRP,"10,850.90","10,850.90","10,850.90",0.00,,"10,850.90",,,"10,850.90",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CE-Prom-C450-3,CE eProm C450,,,,1,Add all to cart using this link,Add code: CE ePromoter (5%) - Jul 25 - 1,XJA-PLBD-4448-C874,"42"" OLED S90F (2025) [QA42S90FAEXZK]",https://shop.samsung.com/hk/multistore/hkedu/hkeducation/ng/p4v1/addToCart?products[0].productCode=QA42S90FAEXZK&&products[0].quantity=1&&products[1].productCode=&&products[1].quantity=1,QA42S90FAEXZK,QA42S90FAEXZK,SPP,"
",QA42S90FAEXZK,1,1,"11,380","11,380","8,782","8,782",,,,0.00,5%,NRP,"8,342.90","8,342.90","8,342.90",0.00,0.00,"8,342.90","8,342.90",0.00,"8,342.90","8,342.90",,Clear,,,,,,,-,,,,,,,,,,,,,,,,,,,,
,,,,,2,B2C Cart Link,,,,,,,,"
",,1,1,,,,,,,,,,,,,0.00,,,0.00,,,0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CE-CRP-15%-1,CE CRP 15%,,,,1,Add all to cart using this link,Add code: CE ePromoter (5%) - Jul 25 - 1,XJA-PLBD-4448-C874,RT22M4032S8/SH 2 door Refrigerator 234L Elegant Inox [RT22M4032S8/SH],https://shop.samsung.com/hk/multistore/hkedu/hkeducation/ng/p4v1/addToCart?products[0].productCode=RT22M4032S8/SH&&products[0].quantity=1&&products[1].productCode=VS20C852FTB/SH&&products[1].quantity=1,"RT22M4032S8/SH, VS20C852FTB/SH",RT22M4032S8/SH,SPP,"
",RT22M4032S8/SH,1,1,"3,690","3,690","2,543","2,543",,,,0.00,15%,NRP,"2,161.55","2,161.55","2,161.55",0.00,0.00,"2,161.55","5,213.90",0.00,"2,161.55","5,213.90",,Clear,,,,,,,-,,,,,,,,,,,,,,,,,,,,
,,,,,2,SPP Cart Link,,,VS20C852FTBSHJet85 Stick VC Midnight Blue [VS20C852FTB/SH],,,VS20C852FTB/SH,SPP,"
",VS20C852FTB/SH,1,1,"4,990","4,990","3,591","3,591",,,,,15%,NRP,"3,052.35","3,052.35","3,052.35",0.00,,"3,052.35",,,"3,052.35",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CE-CRP-15%-2,CE CRP 20%,,,,1,Add all to cart using this link,Add code: CE ePromoter (5%) - Jul 25 - 1,XJA-PLBD-4448-C874,"48"" OLED S90F (2025) [QA48S90FAEXZK]",https://shop.samsung.com/hk/multistore/hkedu/hkeducation/ng/p4v1/addToCart?products[0].productCode=QA48S90FAEXZK&&products[0].quantity=1&&products[1].productCode=LS32DG802SCXXK&&products[1].quantity=1,"QA48S90FAEXZK, LS32DG802SCXXK",QA48S90FAEXZK,SPP,"
",QA48S90FAEXZK,1,1,"13,980","13,980","11,422","11,422",,,,0.00,20%,NRP,"9,137.60","9,137.60","9,137.60",0.00,0.00,"9,137.60","16,867.20",0.00,"9,137.60","16,867.20",,Clear,,,,,,,-,,,,,,,,,,,,,,,,,,,,
,,,,,2,SPP Cart Link,,,"32"" Odyssey G8 OLED Gaming Monitor (240Hz) [LS32DG802SCXXK]",,,LS32DG802SCXXK,SPP,"
",LS32DG802SCXXK,1,1,"10,980","10,980","9,662","9,662",,,,,20%,NRP,"7,729.60","7,729.60","7,729.60",0.00,,"7,729.60",,,"7,729.60",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CE-CRP-20%-1,CE CRP Special,,,,1,Add all to cart using this link,Add code: CE CRP (15%) - Jul 25 - 1,XJF-GYN8-RYB5-1ZP8,"50"" QLED QE1D [QA50QE1DAJXZK]",https://shop.samsung.com/hk/multistore/hkedu/hkeducation/ng/p4v1/addToCart?products[0].productCode=QA50QE1DAJXZK&&products[0].quantity=1&&products[1].productCode=QA55Q70DAJXZK&&products[1].quantity=1,"QA50QE1DAJXZK, QA55Q70DAJXZK",QA50QE1DAJXZK,SPP,"
",QA50QE1DAJXZK,1,1,"6,180","6,180","4,624","4,624",,,,0.00,20%,NRP,"3,699.20","3,699.20","3,699.20",0.00,0.00,"3,699.20","3,699.20",0.00,"3,699.20","3,699.20",,Clear,,,,,,,-,,,,,,,,,,,,,,,,,,,,
,,,,,2,SPP Cart Link,,,"55"" QLED Q70D [QA55Q70DAJXZK]",,,QA55Q70DAJXZK,SPP,"
0",QA55Q70DAJXZK,1,0,"9,480","9,480","5,984","5,984",,,,,20%,NRP,"4,787.20","4,787.20",0.00,0.00,,0.00,,,0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CE-CRP-20%-2,CE CRP Special,,,,1,Add all to cart using this link,Add code: CE CRP (15%) - Jul 25 - 1,XJF-GYN8-RYB5-1ZP8,"65"" Crystal UHD DU8000 [UA65DU8000JXZK]",https://shop.samsung.com/hk/multistore/hkedu/hkeducation/ng/p4v1/addToCart?products[0].productCode=UA65DU8000JXZK&&products[0].quantity=1&&products[1].productCode=VS90F40DBG/SP&&products[1].quantity=1,"UA65DU8000JXZK, VS90F40DBG/SP",UA65DU8000JXZK,SPP,"
",UA65DU8000JXZK,1,1,"8,980","8,980","6,384","6,384",,,,0.00,20%,NRP,"5,107.20","5,107.20","5,107.20",0.00,0.00,"5,107.20","9,644.80",0.00,"5,107.20","9,644.80",,Clear,,,,,,,-,,,,,,,,,,,,,,,,,,,,
,,,,,2,SPP Cart Link,,,BESPOKE Jet™ AI Ultra Elite Cordless Stick Vacuum Cleaner - Greige [VS90F40DBG/SP],,,VS90F40DBG/SP,SPP,"
",VS90F40DBG/SP,1,1,"7,090","7,090","5,672","5,672",,,,,20%,NRP,"4,537.60","4,537.60","4,537.60",0.00,,"4,537.60",,,"4,537.60",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CE-CRP-20%-3,CE CRP Special,,,,1,Add all to cart using this link,Add code: CE CRP (15%) - Jul 25 - 1,XJF-GYN8-RYB5-1ZP8,WA10C14545BVSH Ecobubble™ Top Loader with Drain Pump 10kg Black Caviar [WA10C14545BVSH],https://shop.samsung.com/hk/multistore/hkedu/hkeducation/ng/p4v1/addToCart?products[0].productCode=WA10C14545BVSH&&products[0].quantity=1&&products[1].productCode=WA10CG4545BDSH&&products[1].quantity=1,"WA10C14545BVSH, WA10CG4545BDSH",WA10C14545BVSH,SPP,"
0",WA10C14545BVSH,1,0,"4,490","4,490","2,472","2,472",,,,0.00,20%,NRP,"1,977.60","1,977.60",0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,Clear,,,,,,,-,,,,,,,,,,,,,,,,,,,,
,,,,,2,SPP Cart Link,,,WA10CG4545BDSH Ecobubble™ Top Loader without Drain Pump 10kg Versailles Gary [WA10CG4545BDSH],,,WA10CG4545BDSH,SPP,"
0",WA10CG4545BDSH,1,0,"4,090","4,090","2,472","2,472",,,,,20%,NRP,"1,977.60","1,977.60",0.00,0.00,,0.00,,,0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CE-CRP-20%-4,CE CRP Special,,,,1,Add all to cart using this link,Add code: CE CRP (15%) - Jul 25 - 1,XJF-GYN8-RYB5-1ZP8,WA80C14545BVSH Ecobubble™ Top Loader with Drain Pump 8kg Black Caviar [WA80C14545BVSH],https://shop.samsung.com/hk/multistore/hkedu/hkeducation/ng/p4v1/addToCart?products[0].productCode=WA80C14545BVSH&&products[0].quantity=1&&products[1].productCode=WA80CG4545BDSH&&products[1].quantity=1,"WA80C14545BVSH, WA80CG4545BDSH",WA80C14545BVSH,SPP,"
0",WA80C14545BVSH,1,0,"3,990","3,990","2,072","2,072",,,,0.00,20%,NRP,"1,657.60","1,657.60",0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,Clear,,,,,,,-,,,,,,,,,,,,,,,,,,,,
,,,,,2,SPP Cart Link,,,WA80CG4545BDSH Ecobubble™ Top Loader without Drain Pump 8kg Versailles Gary [WA80CG4545BDSH],,,WA80CG4545BDSH,SPP,"
0",WA80CG4545BDSH,1,0,"3,590","3,590","2,072","2,072",,,,,20%,NRP,"1,657.60","1,657.60",0.00,0.00,,0.00,,,0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CE-CRP-20%-5,CE CRP Special,,,,1,Add all to cart using this link,Add code: CE CRP (15%) - Jul 25 - 1,XJF-GYN8-RYB5-1ZP8,"WD70T4046CH Hygiene Steam Front Load Washer + Dryer Combo 7/5kg, 1400rpm [WD70T4046CH/SH]",https://shop.samsung.com/hk/multistore/hkedu/hkeducation/ng/p4v1/addToCart?products[0].productCode=WD70T4046CH/SH&&products[0].quantity=1&&products[1].productCode=WD70TA046BE/SH&&products[1].quantity=1,"WD70T4046CH/SH, WD70TA046BE/SH",WD70T4046CH/SH,SPP,"
",WD70T4046CH/SH,1,1,"4,690","4,690","3,752","3,752",,,,0.00,20%,NRP,"3,001.60","3,001.60","3,001.60",0.00,0.00,"3,001.60","3,001.60",0.00,"3,001.60","3,001.60",,Clear,,,,,,,-,,,,,,,,,,,,,,,,,,,,
,,,,,2,SPP Cart Link,,,"WD70TA046BE/SH Hygiene Steam Front Load Washer + Dryer Combo 7/5kg, 1400rpm [WD70TA046BE/SH]",,,WD70TA046BE/SH,SPP,"
0",WD70TA046BE/SH,1,0,"6,090","6,090","3,432","3,432",,,,,20%,NRP,"2,745.60","2,745.60",0.00,0.00,,0.00,,,0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CE-CRP-SP2,CE CRP Special,,,,1,Add all to cart using this link,Add code: CE CRP (15%) - Jul 25 - 1,XJF-GYN8-RYB5-1ZP8,"32"" The Frame LS03C [QA32LS03CBJXZK]",https://shop.samsung.com/hk/multistore/hkedu/hkeducation/ng/p4v1/addToCart?products[0].productCode=QA32LS03CBJXZK&&products[0].quantity=1&&products[1].productCode=&&products[1].quantity=1,QA32LS03CBJXZK,QA32LS03CBJXZK,SPP,"
",QA32LS03CBJXZK,1,1,"4,880","4,880","2,998","2,998",,,,0.00,"2,998",Target,"2,998.00","2,998.00","2,998.00",0.00,0.00,"2,998.00","2,998.00",0.00,"2,998.00","2,998.00",,Clear,,,,,,,-,,,,,,,,,,,,,,,,,,,,
,,,,,2,B2C Cart Link,,,,,,,,"
",,1,1,,,,,,,,,,,,,0.00,,,0.00,,,0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CE-CRP-SP3,CE CRP Special,,,,1,Add all to cart using this link,Add code: CE CRP (15%) - Jul 25 - 1,XJF-GYN8-RYB5-1ZP8,"43"" QLED Q60D [QA43Q60DAJXZK]",https://shop.samsung.com/hk/multistore/hkedu/hkeducation/ng/p4v1/addToCart?products[0].productCode=QA43Q60DAJXZK&&products[0].quantity=1&&products[1].productCode=&&products[1].quantity=1,QA43Q60DAJXZK,QA43Q60DAJXZK,SPP,"
",QA43Q60DAJXZK,1,1,"5,380","5,380","3,698","3,698",,,,0.00,"3,698",Target,"3,698.00","3,698.00","3,698.00",0.00,0.00,"3,698.00","3,698.00",0.00,"3,698.00","3,698.00",,Clear,,,,,,,-,,,,,,,,,,,,,,,,,,,,
,,,,,2,B2C Cart Link,,,,,,,,"
",,1,1,,,,,,,,,,,,,0.00,,,0.00,,,0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SCB-01,SCB Discount,,,,1,Add all to cart using this link,Add code: Standard Chartered Promo,SCB2025,"55"" Neo QLED 4K QN1E (2025) [QA55QN1EFAJXZK]",https://shop.samsung.com/hk/multistore/hkedu/hkeducation/ng/p4v1/addToCart?products[0].productCode=QA55QN1EFAJXZK&&products[0].quantity=1&&products[1].productCode=QA50QEF1AJXZK&&products[1].quantity=1,"QA55QN1EFAJXZK, QA50QEF1AJXZK",QA55QN1EFAJXZK,SPP,"
",QA55QN1EFAJXZK,1,1,"9,980","9,980","8,782","8,782",,,,0.00,"8,980",Target,"8,980.00","8,782.00","8,782.00",0.00,0.00,"8,782.00","13,762.00",0.00,"8,782.00","13,762.00",,Clear,,,,,,,-,,,,,,,,,,,,,,,,,,,,
